location,source,target
0x178780@mhfpac.bin,Common Actions,
0x178790@mhfpac.bin,Menu Controls,
0x1787a0@mhfpac.bin,Chat,
0x1787b0@mhfpac.bin,Sword & Shield,
0x1787c0@mhfpac.bin,Dual Swords,
0x1787d0@mhfpac.bin,Great Sword,
0x1787e0@mhfpac.bin,Long Sword,
0x1787f0@mhfpac.bin,Hammer,
0x178800@mhfpac.bin,Hunting Horn,
0x178810@mhfpac.bin,Lance,
0x178820@mhfpac.bin,Gunlance,
0x178830@mhfpac.bin,Switch Axe F,
0x178840@mhfpac.bin,Tonfa,
0x178850@mhfpac.bin,Magnet Spike 1,
0x178860@mhfpac.bin,Magnet Spike 2,
0x178870@mhfpac.bin,Bowgun,
0x178880@mhfpac.bin,Bow,
