location,source,target
0x17e3c0@mhfpac.bin,"ON<join at=""1565636"">OFF<join at=""1565640""><join at=""1565644"">",
0x17e3d0@mhfpac.bin,"ON<join at=""1565652"">OFF<join at=""1565656""><join at=""1565660"">",
0x17e3e0@mhfpac.bin,"NORMAL<join at=""1565668"">REVERSE1<join at=""1565672"">REVERSE2<join at=""1565676"">",
0x17e3f0@mhfpac.bin,"<join at=""1565684""><join at=""1565688""><join at=""1565692"">",
0x17e400@mhfpac.bin,"NORMAL<join at=""1565700"">REVERSE1<join at=""1565704"">REVERSE2<join at=""1565708"">",
0x17e410@mhfpac.bin,"OFF<join at=""1565716"">ON<join at=""1565720""><join at=""1565724"">",
0x17e420@mhfpac.bin,"SMALL<join at=""1565732"">MEDIUM<join at=""1565736"">LARGE<join at=""1565740"">",
0x17e430@mhfpac.bin,"NAME<join at=""1565748"">ＩＤ<join at=""1565752"">ＲＰ<join at=""1565756"">",
0x17e440@mhfpac.bin,"TYPE 1<join at=""1565764"">TYPE 2<join at=""1565768""><join at=""1565772"">",
0x17e450@mhfpac.bin,"ON<join at=""1565780"">OFF<join at=""1565784""><join at=""1565788"">",
0x17e460@mhfpac.bin,"ON<join at=""1565796"">OFF<join at=""1565800""><join at=""1565804"">",
0x17e470@mhfpac.bin,"TYPE 1<join at=""1565812"">TYPE 2<join at=""1565816""><join at=""1565820"">",
0x17e480@mhfpac.bin,"<join at=""1565828""><join at=""1565832""><join at=""1565836"">",
0x17e490@mhfpac.bin,"<join at=""1565844""><join at=""1565848""><join at=""1565852"">",
0x17e4a0@mhfpac.bin,"Low<join at=""1565860"">Medium<join at=""1565864"">High<join at=""1565868"">",
0x17e4b0@mhfpac.bin,"OFF<join at=""1565876"">ON<join at=""1565880""><join at=""1565884"">",
0x17e4c0@mhfpac.bin,"Minimum<join at=""1565892"">Variable<join at=""1565896""><join at=""1565900"">",
0x17e4d0@mhfpac.bin,"OFF<join at=""1565908"">OFF<join at=""1565912"">Anytime<join at=""1565916"">Regular",
0x17e4e0@mhfpac.bin,"OFF<join at=""1565924"">ON<join at=""1565928""><join at=""1565932"">",
0x17e4f0@mhfpac.bin,"<join at=""1565940""><join at=""1565944""><join at=""1565948"">",
0x17e500@mhfpac.bin,"OFF<join at=""1565956""><join at=""1565960""><join at=""1565964"">",
0x17e510@mhfpac.bin,"OFF<join at=""1565972""><join at=""1565976""><join at=""1565980"">",
