location,source,target
0x17f680@mhfpac.bin,"Quest Name:<join at=""1570436""><join at=""1570440""><join at=""1570444""><join at=""1570448""><join at=""1570452""><join at=""1570456""><join at=""1570460""><join at=""1570464""><join at=""1570468""><join at=""1570472""><join at=""1570476""><join at=""1570480""><join at=""1570484""><join at=""1570488""><join at=""1570492""><join at=""1570496"">Time Left:<join at=""1570500""><join at=""1570504"">",
0x17f6cc@mhfpac.bin,"Quest Name:<join at=""1570512""><join at=""1570516""><join at=""1570520""><join at=""1570524"">Main Objective:<join at=""1570528""><join at=""1570532"">Quest Lv:<join at=""1570536""><join at=""1570540"">Subquest-A:<join at=""1570544""><join at=""1570548""><join at=""1570552"">Subquest-B:<join at=""1570556""><join at=""1570560""><join at=""1570564"">Conditions:<join at=""1570568""><join at=""1570572""><join at=""1570576""><join at=""1570580"">",
0x17f718@mhfpac.bin,"Quest Name:<join at=""1570588""><join at=""1570592""><join at=""1570596""><join at=""1570600"">Time:<join at=""1570604"">Contract:<join at=""1570608"">Main Reward:<join at=""1570612"">Sub-A Reward:<join at=""1570616"">Sub-B Reward:<join at=""1570620""><join at=""1570624"">Success:<join at=""1570628""><join at=""1570632""><join at=""1570636""><join at=""1570640"">Failure:<join at=""1570644""><join at=""1570648""><join at=""1570652""><join at=""1570656"">",
0x17f764@mhfpac.bin,"Quest Name:<join at=""1570664""><join at=""1570668""><join at=""1570672""><join at=""1570676"">Client:<join at=""1570680"">Area:<join at=""1570684""><join at=""1570688"">Details:<join at=""1570692""><join at=""1570696""><join at=""1570700""><join at=""1570704""><join at=""1570708""><join at=""1570712""><join at=""1570716""><join at=""1570720""><join at=""1570724""><join at=""1570728""><join at=""1570732"">",
0x17f7b0@mhfpac.bin,"Quest Name:<join at=""1570740""><join at=""1570744""><join at=""1570748""><join at=""1570752"">Time　　：<join at=""1570756"">Speed：<join at=""1570760"">Main P:<join at=""1570764"">Sub-A P:<join at=""1570768"">Sub-B P:<join at=""1570772""><join at=""1570776"">Success:<join at=""1570780""><join at=""1570784""><join at=""1570788""><join at=""1570792"">Failure:<join at=""1570796""><join at=""1570800""><join at=""1570804""><join at=""1570808"">",
0x17f7fc@mhfpac.bin,"Quest Name:<join at=""1570816""><join at=""1570820""><join at=""1570824"">Client:<join at=""1570828"">Area:<join at=""1570832"">ハイスコア　：<join at=""1570836"">Time：<join at=""1570840"">Members ：<join at=""1570844""><join at=""1570848""><join at=""1570852""><join at=""1570856""><join at=""1570860""><join at=""1570864""><join at=""1570868""><join at=""1570872""><join at=""1570876""><join at=""1570880""><join at=""1570884"">",
0x17f848@mhfpac.bin,"Quest Name:<join at=""1570892""><join at=""1570896""><join at=""1570900"">Quest Member：<join at=""1570904""><join at=""1570908""><join at=""1570912""><join at=""1570916""><join at=""1570920""><join at=""1570924""><join at=""1570928""><join at=""1570932""><join at=""1570936""><join at=""1570940""><join at=""1570944""><join at=""1570948""><join at=""1570952""><join at=""1570956""><join at=""1570960"">",
0x17f894@mhfpac.bin,"Quest Name:<join at=""1570968""><join at=""1570972""><join at=""1570976""><join at=""1570980"">Time:<join at=""1570984"">Contract:<join at=""1570988""><join at=""1570992""><join at=""1570996""><join at=""1571000""><join at=""1571004"">Success:<join at=""1571008""><join at=""1571012""><join at=""1571016""><join at=""1571020"">Failure:<join at=""1571024""><join at=""1571028""><join at=""1571032""><join at=""1571036"">",
0x17f8e0@mhfpac.bin,"Quest Name:<join at=""1571044""><join at=""1571048""><join at=""1571052""><join at=""1571056"">Required Objective：<join at=""1571060""><join at=""1571064""><join at=""1571068""><join at=""1571072""><join at=""1571076"">Quest Lv:<join at=""1571080""><join at=""1571084"">Conditions:<join at=""1571088""><join at=""1571092""><join at=""1571096""><join at=""1571100""><join at=""1571104""><join at=""1571108""><join at=""1571112"">",
0x17f92c@mhfpac.bin,"Quest Name:<join at=""1571120""><join at=""1571124""><join at=""1571128""><join at=""1571132"">Time:<join at=""1571136"">Contract:<join at=""1571140"">Reward　：<join at=""1571144""><join at=""1571148""><join at=""1571152""><join at=""1571156"">Success:<join at=""1571160""><join at=""1571164""><join at=""1571168""><join at=""1571172"">Failure:<join at=""1571176""><join at=""1571180""><join at=""1571184""><join at=""1571188"">",
