location,source,target
0x17d284@mhfpac.bin,"おお！？
こんなところで人間に出会うとは、
思ってもおらんかったわい。",
0x17d28c@mhfpac.bin,"なんじゃ、おぬしは。
なんかワシに用でもあるのか？
用もないのに、声をかけるんじゃない！",
0x17d294@mhfpac.bin,"ところでじゃ、
ちょいとじじいの願いを聞いてもらえんかの？",
0x17d29c@mhfpac.bin,"そうじゃ！
ちょうどいいところでおぬしに会うたわい。",
0x17d2a4@mhfpac.bin,"今、素材を集めておるが《||》が見つからないんじゃ…。
頼む、見つけて持ってきてくれんか？",
0x17d2ac@mhfpac.bin,"今、《||》を
探しておるんじゃが、とんとみつからん。
ワシのために、探して取ってきてくれんかい？",
0x17d2b4@mhfpac.bin,"《||》を探しとるんじゃが…
お願いじゃ、見つけて持ってきてくれ。
よろしく頼むじゃ。
お礼ははずむぞい。",
0x17d2bc@mhfpac.bin,"なにをしておる！
《||》を早く持ってこんかい！",
0x17d2c4@mhfpac.bin,"おお！！！
《||》を持ってきてくれたか！
お礼はするで、それをゆずってはくれぬか？",
0x17d2cc@mhfpac.bin,"おお、《||》
それじゃ、それじゃ！
はよ、ワシにくれぬか。ほれ、早く！！",
0x17d2d4@mhfpac.bin,"な、なんじゃと！？
なんてケチなハンターなんじゃ…。",
0x17d2dc@mhfpac.bin,"な、なんじゃと！？
わしの頼みを断るハンターがおるとは…。",
0x17d2e4@mhfpac.bin,"ホイ来た！
話のわかるヤツじゃ。
礼がわりじゃ。
ワシ自慢の一品を、持っていくがいい。
家宝にでもするのじゃ。",
0x17d2ec@mhfpac.bin,"これじゃ、これじゃ！
おぬしもごくろう。
ほれ、これでもやるからまた、よろしく頼むぞ。",
0x17d2f4@mhfpac.bin,"おおお！おぬし
《||》を持っとるではないか！
どうじゃ、ワシの《トッテオキ》と
交換する気はないかや？",
0x17d2fc@mhfpac.bin,"ちょっと待つのじゃ！
《||》を持っとるではないか！
ワシの《オタカラ》と交換しようぞ！",
0x17d304@mhfpac.bin,"ありがたい。
交渉成立じゃの。
ほれ、これがワシの《トッテオキ》じゃ。
交換してよかったの。",
0x17d30c@mhfpac.bin,"そうじゃろ、そうじゃろ。
ワシの《オタカラ》がほしいのじゃろ。
しょうがないのぉ、ほれ！
家宝にでもするのじゃぞ。",
0x17d314@mhfpac.bin,"なんと、それは残念…。
気が変わったら、また声をかけてくれんか。",
0x17d31c@mhfpac.bin,"ケッ！
しけたやつじゃの…。
ほらっ、あっちへ行くのじゃ。",
0x17d324@mhfpac.bin,"そうじゃ。
おぬしにこれをやろう。今日は、いろいろ
集めすぎて持ちきれなくなったんじゃわい。
大事に使っておくれ。",
0x17d32c@mhfpac.bin,"と、思ったが、気が変わったわい。
その貧乏そうな顔をみていたら、
かわいそうになったわ。",
0x17d33c@mhfpac.bin,"おぬしにはすぎたものかもしれんが、
これをやろう！感謝するのじゃ。",
0x17d344@mhfpac.bin,"おお、なんじゃそれは？
そんな大きなモノは見たこと無いわい！！",
0x17d34c@mhfpac.bin,"おっと、おぬし！
すごいものを持っておるじゃないか！",
0x17d354@mhfpac.bin,"ぐおぉぉ、そいつをワシに譲ってくれ！！
イヤとは言わさんぞい。
ほら、かわりにこれを持っていくのじゃ。",
0x17d35c@mhfpac.bin,"しょうがないのう。
ワシのこの《トッテオキ》と
交換してやろうかの。
特別じゃぞ、特別！！",
0x17d364@mhfpac.bin,"あ〜ん？？
最近耳が遠くてのぉ〜。
こんな年寄りをからかうんじゃないよ。",
0x17d36c@mhfpac.bin,"おぬしも、ほんとにダメなハンターじゃの。
かわいそうで、涙がでてくるわい。
ワシにはなにもできないがの…",
0x17d374@mhfpac.bin,"このナマケモノめ！
自分のことは、自分でする！！
ハンターの風上にもおけぬわい。",
0x17d37c@mhfpac.bin,"なんじゃ？？
まだ、そんなところにおったんか。
もうおぬしに用はないわい。",
0x17d384@mhfpac.bin,"しつこいのう！！
おぬしの相手はもうできんのじゃ。
ほれ、シッシッシ！！",
0x17d38c@mhfpac.bin,"ワシの弟子にでもなりたいのか？
残念ながら、おぬしのような弟子は
取らないのじゃ。",
0x17d394@mhfpac.bin,"今日は特別じゃ。
おぬしにトッテオキの情報をひとつ
教えてやろう。",
0x17d39c@mhfpac.bin,"そうじゃわい。
特別、おぬしだけに極秘情報を教えよう。
耳をかっぽじってよく聞くのじゃ。",
0x17d3a4@mhfpac.bin,"明日のことは誰にもわからぬ…。
ワシの知っとることをおぬしに伝えておこう。",
0x17d3ac@mhfpac.bin,"ワシは心優しいでな。
おぬしのためにひとつ
タメになる話でも、きかしてやろう。
心して聞くのじゃ。",
0x17d3b4@mhfpac.bin,先日、釣りをしていたらお腹がふくれておる魚がおった。食べてみたら、なんと中からトンデモない物が出てきて、びっくりしたわい。,
0x17d3bc@mhfpac.bin,強力な威力がある《タル爆弾》も、雨の日にはまるっきり使えない。そんな時には《爆雷針》が有効じゃ。覚えておくことじゃ。,
0x17d3c4@mhfpac.bin,ハンターの基本じゃ。≪アオキノコ≫と≪太陽草≫の２つを調合することで、体力を回復させる≪回復薬≫の完成じゃ。体は大事にな。,
