location,source,target
0x184408@mhfpac.bin,髪の色だけ変える,
0x184418@mhfpac.bin,ココットカット,
0x184428@mhfpac.bin,マスターロング,
0x184438@mhfpac.bin,ギルドショート,
0x184448@mhfpac.bin,ミナガルデボブ,
0x184458@mhfpac.bin,モノレングス,
0x184468@mhfpac.bin,ハンターウェーブ,
0x184478@mhfpac.bin,Samurai,
0x184488@mhfpac.bin,ドスシャギー,
0x184498@mhfpac.bin,ナイトモヒカン,
0x1844a8@mhfpac.bin,レウスレイヤー,
0x1844b8@mhfpac.bin,ノーブルショート,
0x1844c8@mhfpac.bin,マスラオ,
0x1844d8@mhfpac.bin,パラディンカット,
0x1844e8@mhfpac.bin,ドンドルマロング,
0x1844f8@mhfpac.bin,クロオビショート,
0x184508@mhfpac.bin,ワイルドハート,
0x184518@mhfpac.bin,ゲリョスソウル,
0x184528@mhfpac.bin,ココットウェーブ,
0x184538@mhfpac.bin,ボンズスタイル,
0x184548@mhfpac.bin,ブラザーアフロ,
0x184558@mhfpac.bin,スモウドレッド,
0x184568@mhfpac.bin,ゲネポスショート,
0x184578@mhfpac.bin,ポポロング,
0x184588@mhfpac.bin,テオストレート,
0x184598@mhfpac.bin,ポッケ編み,
0x1845a8@mhfpac.bin,ポルタ髷,
0x1845b8@mhfpac.bin,ドスタワー,
0x1845c8@mhfpac.bin,ポルタウッズ[空],
0x1845d8@mhfpac.bin,ポルタウッズ[緑],
0x1845e8@mhfpac.bin,ポルタウッズ[白],
0x1845f8@mhfpac.bin,ポルタウッズ[桃],
0x184608@mhfpac.bin,ポルタウッズ[赤],
0x184618@mhfpac.bin,ポルタウッズ[青],
0x184628@mhfpac.bin,ポルタウッズ[黄],
0x184638@mhfpac.bin,ポルタウッズ[蓬],
0x184648@mhfpac.bin,ポルタウッズ[紫],
0x184658@mhfpac.bin,ポルタウッズ[茶],
0x184668@mhfpac.bin,ポルタウッズ[星],
0x184678@mhfpac.bin,ポルタウッズ[粋],
0x184688@mhfpac.bin,メゼバン[空],
0x184698@mhfpac.bin,メゼバン[緑],
0x1846a8@mhfpac.bin,メゼバン[白],
0x1846b8@mhfpac.bin,メゼバン[桃],
0x1846c8@mhfpac.bin,メゼバン[赤],
0x1846d8@mhfpac.bin,メゼバン[青],
0x1846e8@mhfpac.bin,メゼバン[黄],
0x1846f8@mhfpac.bin,メゼバン[蓬],
0x184708@mhfpac.bin,メゼバン[紫],
0x184718@mhfpac.bin,メゼバン[茶],
0x184728@mhfpac.bin,メゼバン[星],
0x184738@mhfpac.bin,メゼバン[粋],
0x184748@mhfpac.bin,ポルタエッジ[空],
0x184758@mhfpac.bin,ポルタエッジ[緑],
0x184768@mhfpac.bin,ポルタエッジ[白],
0x184778@mhfpac.bin,ポルタエッジ[桃],
0x184788@mhfpac.bin,ポルタエッジ[赤],
0x184798@mhfpac.bin,ポルタエッジ[青],
0x1847a8@mhfpac.bin,ポルタエッジ[黄],
0x1847b8@mhfpac.bin,ポルタエッジ[蓬],
0x1847c8@mhfpac.bin,ポルタエッジ[紫],
0x1847d8@mhfpac.bin,ポルタエッジ[茶],
0x1847e8@mhfpac.bin,ポルタエッジ[星],
0x1847f8@mhfpac.bin,ポルタエッジ[粋],
0x184808@mhfpac.bin,メゼカペロ[空],
0x184818@mhfpac.bin,メゼカペロ[紺],
0x184828@mhfpac.bin,メゼカペロ[白],
0x184838@mhfpac.bin,メゼカペロ[桃],
0x184848@mhfpac.bin,メゼカペロ[赤],
0x184858@mhfpac.bin,メゼカペロ[青],
0x184868@mhfpac.bin,メゼカペロ[黄],
0x184878@mhfpac.bin,メゼカペロ[蓬],
0x184888@mhfpac.bin,メゼカペロ[黒],
0x184898@mhfpac.bin,メゼカペロ[茶],
0x1848a8@mhfpac.bin,メゼカペロ[飾],
0x1848b8@mhfpac.bin,メゼカペロ[小],
0x1848c8@mhfpac.bin,ポルブラシュ[紅],
0x1848d8@mhfpac.bin,ポルブラシュ[紺],
0x1848e8@mhfpac.bin,ポルブラシュ[緑],
0x1848f8@mhfpac.bin,ポルブラシュ[桃],
0x184908@mhfpac.bin,ポルブラシュ[赤],
0x184918@mhfpac.bin,ポルブラシュ[青],
0x184928@mhfpac.bin,ポルブラシュ[橙],
0x184938@mhfpac.bin,ポルブラシュ[翠],
0x184948@mhfpac.bin,ポルブラシュ[紫],
0x184958@mhfpac.bin,ポルブラシュ[黒],
0x184968@mhfpac.bin,ポルブラシュ[銀],
